ประทับเวลา,คณะที่เรียน,สาขาที่เรียน (หากสะดวกให้ข้อมูล),  เพศ,ชั้นปีการศึกษา,ยินยอมในการใช้และเก็บรักษา ข้อมูลส่วนบุคคลของท่าน,ส่วนที่ 1 : ทางกายภาพ [ปวดหัว],ส่วนที่ 1 : ทางกายภาพ [มีปัญหาในการนอน],ส่วนที่ 1 : ทางกายภาพ [วิตกกังวลมากกว่าปกติ],ส่วนที่ 1 : ทางกายภาพ [ปวดท้องหรือคลื่นไส้],ส่วนที่ 1 : ทางกายภาพ [เหนื่อยล้าหรืออ่อนเพลียเป็นประจำ],ส่วนที่ 2 : ทางความสัมพันธ์ระหว่างบุคคล [รู้สึกผิดเมื่อไม่สามารถทำตามความหวังของพ่อแม่ให้เป็นจริงได้],ส่วนที่ 2 : ทางความสัมพันธ์ระหว่างบุคคล [รู้สึกว่าการเข้ากับเพื่อนในห้องเรียนเป็นเรื่องที่ยาก],ส่วนที่ 2 : ทางความสัมพันธ์ระหว่างบุคคล [รู้สึกว่าเสียสมาธิเมื่อทะเลาะกับคนรัก],ส่วนที่ 2 : ทางความสัมพันธ์ระหว่างบุคคล [ไม่ได้รับการสนับสนุนจากคุณครูหรืออาจารย์],ส่วนที่ 2 : ทางความสัมพันธ์ระหว่างบุคคล [รู้สึกท้อต่อการจัดการ การบริหารงานของคณะที่เรียนอยู่],ส่วนที่ 3 : ทางการศึกษา [การใช้จ่ายในมหาวิทยาลัยทำให้มีปัญหาการเงิน],ส่วนที่ 3 : ทางการศึกษา [รู้สึกกังวลในการนำเสนอในชั้นเรียน],ส่วนที่ 3 : ทางการศึกษา [รู้สึกเครียดเมื่อต้องนั่งทำข้อสอบ],ส่วนที่ 3 : ทางการศึกษา [สนใจในเนื้อหาที่เรียนลดลง],ส่วนที่ 3 : ทางการศึกษา [รู้สึกเครียดในการรับมือกับวิชาที่ยากหรือไม่ถนัด],ส่วนที่ 4 : ทางสภาพเเวดล้อม [รู้สึกตึงเครียดเนื่องจากสภาพที่อยู่อาศัยที่แย่],ส่วนที่ 4 : ทางสภาพเเวดล้อม [เสียงรอบข้างทำให้ไม่มีสมาธิ],ส่วนที่ 4 : ทางสภาพเเวดล้อม [สภาพความเป็นอยู่ที่ไม่เป็นระเบียบทำให้ไม่มีสมาธิ],ส่วนที่ 4 : ทางสภาพเเวดล้อม [ความเบียดเสียดวุ่นวายทำให้รู้สึกไม่สบาย],ส่วนที่ 4 : ทางสภาพเเวดล้อม [รู้สึกกลัวกับการอยู่ในที่ที่ไม่คุ้นเคย],ส่วนที่ 1 [ไตร่ตรองเกี่ยวกับทางเลือกต่างๆอย่างถี่ถ้วน],ส่วนที่ 1 [ลองแก้ไขปัญหาด้วยวิธีที่หลากหลาย จนกว่าจะเจอวิธีที่ตอบโจทย์มากที่สุด],ส่วนที่ 1 [ใช้สมาธิหรือความสนใจทั้งหมดมุ่งไปที่การแก้ไขปัญหา],ส่วนที่ 1 [พยายามแก้ไขปัญหา],ส่วนที่ 1 [วางแผนการกระทำอย่างรอบคอบแทนที่จะทำตามแรงกดดันของสถานการณ์],ส่วนที่ 2 [บอกเล่าความรู้สึกให้เพื่อนรู้],ส่วนที่ 2 [ยอมรับความเข้าใจและความเห็นอกเห็นใจจากคนอื่น],ส่วนที่ 2 [ไว้ใจเพื่อนหรือญาติในการพูดคุยเกี่ยวกับความกังวลหรือความกลัว],ส่วนที่ 2 [พูดคุยปัญหาที่เกิดขึ้นกับคนอื่น ๆ เพื่อที่นำมาสู่แนวทางการแก้ไขปัญหานั้น],ส่วนที่ 2 [พบใครบางคน (เพื่อนหรือผู้เชี่ยวชาญ) เพื่อช่วยให้รู้สึกดีขึ้น],ส่วนที่ 3 [นำตัวเองหนีห่างออกจากปัญหา],ส่วนที่ 3 [ใช้เวลาคนเดียวอยู่บ่อยๆ],ส่วนที่ 3 [หลีกเลี่ยงการอยู่กับผู้คนในชีวิตประจำวัน],ส่วนที่ 3 [ปล่อยให้ตัวเองหมกมุ่นอยู่กับกีฬาหรืองานอดิเรกเพื่อที่จะหลีกเลี่ยงปัญหาที่เกิดขึ้น],ส่วนที่ 3 [นอนมากกว่าปกติ],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 1 เทอม 1],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 1 เทอม 2],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 2 เทอม 1],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 2 เทอม 2],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 3 เทอม 1],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 3 เทอม 2],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 4 เทอม 1],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 4 เทอม 2],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 5 เทอม 1],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 5 เทอม 2],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 6 เทอม 1],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 6 เทอม 2],รายละเอียด ปัญหา ของความเครียดหรือวิธีการจัดการความเครียด (หากไม่ประสงค์ตอบสามารถข้ามคำถามได้),บอกเราหน่อยได้ไหมว่าจากการเรียนที่ผ่าน คิดว่าคณะนี้เหมาะสมกับตัวเองหรือไม่,ระบายความเครียดมาเลยเราจะรับฟังไว้เอง❤️
"30/10/2023, 9:36:42",วิศวกรรมศาสตร์,คณิตศาสตร์,ชาย,ปี 1,ยินยอม,นาน ๆ ครั้ง,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ไม่เคย,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,ทางการศึกษา,,,,,,,,,,,,,เหมาะสม,
"25/10/2023, 15:26:09",วิศวกรรมศาสตร์,โยธา,ชาย,ปี 2,ยินยอม,ไม่เคย,ไม่เคย,นาน ๆ ครั้ง,ไม่เคย,บ่อย,นาน ๆ ครั้ง,บ่อย,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,บ่อย,บ่อย,ตลอดเวลา,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,ตลอดเวลา,ตลอดเวลา,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,ไม่เลย,ไม่เลย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,ทางสภาพเเวดล้อม,ทางการศึกษา,ทางการศึกษา,,,,,,,,,,,ยังไม่แน่ใจ,
"25/10/2023, 15:26:14",วิศวกรรมศาสตร์,วิศวกรรมคอมพิวเตอร์,ชาย,ปี 2,ยินยอม,บ่อย,ตลอดเวลา,ตลอดเวลา,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ตลอดเวลา,บ่อย,ไม่เคย,ไม่เคย,บ่อย,ไม่เคย,ตลอดเวลา,บ่อย,ไม่เคย,บ่อย,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,ไม่เลย,มีบ้างเล็กน้อย,ไม่เลย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,ทางความสัมพันธ์ระหว่างบุคคล,ทางการศึกษา,ทางการศึกษา,,,,,,,,,,เล่นเกมส์ อ่านนิยาย ไปเที่ยวกับเพื่อน,เหมาะสม,ตอนนี้สบายดี
"25/10/2023, 15:28:11",วิศวกรรมศาสตร์,วิศวกรรมคอมพิวเตอร์,ชาย,ปี 2,ยินยอม,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,ไม่เคย,บ่อย,ตลอดเวลา,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ไม่เคย,นาน ๆ ครั้ง,บ่อย,บ่อย,บ่อย,นาน ๆ ครั้ง,ตลอดเวลา,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,บ่อย,บ่อย,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,ไม่เลย,ทางสภาพเเวดล้อม,ทางการศึกษา,ทางการศึกษา,,,,,,,,,,,รู้สึกสนุกที่ได้เรียนคณะนี่ แต่ก็มีคิดบ้างบางครั้งว่าสิ่งที่เลือกอาจไม่เหมาะสมกับตัวเองจริงๆ,
"25/10/2023, 15:28:26",วิศวกรรมศาสตร์,วิศวกรรมคอมพิวเตอร์,ชาย,ปี 1,ยินยอม,นาน ๆ ครั้ง,ตลอดเวลา,บ่อย,ตลอดเวลา,นาน ๆ ครั้ง,บ่อย,บ่อย,ไม่เคย,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,ไม่เคย,ไม่เคย,ไม่เคย,บ่อย,ตลอดเวลา,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,ทางความสัมพันธ์ระหว่างบุคคล,,,,,,,,,,,,,เหมาะสม,
"25/10/2023, 16:10:13",วิศวกรรมศาสตร์,อุตสาหการ,หญิง,ปี 2,ยินยอม,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,ตลอดเวลา,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,ตลอดเวลา,นาน ๆ ครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,ไม่เลย,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,ไม่เลย,ไม่เลย,บ่อยครั้ง,บ่อยครั้ง,ไม่เลย,บ่อยครั้ง,ทางสภาพเเวดล้อม,ทางความสัมพันธ์ระหว่างบุคคล,ทางกายภาพ,,,,,,,,,,เนื้อหาที่เรียนยากมาก บางวิชาพยายามทำความเข้าใจแล้วก็ยังไม่ดีพอที่จะสอบได้คะแนนดีๆ ,ไม่เหมาะสม,
"25/10/2023, 17:31:24",ศิลปศาสตร์,-,LGBTQ+,ปี 1,ยินยอม,บ่อย,นาน ๆ ครั้ง,บ่อย,ไม่เคย,ตลอดเวลา,บ่อย,นาน ๆ ครั้ง,ไม่เคย,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ตลอดเวลา,ตลอดเวลา,บ่อย,บ่อย,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,มีบ้างเล็กน้อย,ไม่เลย,มีบ้างเล็กน้อย,บ่อยครั้ง,ไม่เลย,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,ไม่เลย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,ไม่เลย,ทางการศึกษา,,,,,,,,,,,,,ไม่แน่ใจ,
"25/10/2023, 15:23:52",ศิลปศาสตร์,ภาษาญี่ปุ่น,ชาย,ปี 1,ยินยอม,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,ไม่เคย,ไม่เคย,ไม่เคย,นาน ๆ ครั้ง,บ่อย,บ่อย,บ่อย,นาน ๆ ครั้ง,ไม่เคย,บ่อย,ไม่เคย,บ่อย,บ่อย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,ไม่เลย,ไม่เลย,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,ไม่เลย,ทางความสัมพันธ์ระหว่างบุคคล,,,,,,,,,,,,,เหมาะสม,
"30/10/2023, 9:39:36",ศิลปศาสตร์,ภาษาญี่ปุ่น,หญิง,ปี 1,ยินยอม,บ่อย,ไม่เคย,ตลอดเวลา,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ตลอดเวลา,ไม่เคย,นาน ๆ ครั้ง,ไม่เคย,ตลอดเวลา,ตลอดเวลา,นาน ๆ ครั้ง,ตลอดเวลา,ไม่เคย,ไม่เคย,ไม่เคย,บ่อย,ตลอดเวลา,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,ทางการศึกษา,,,,,,,,,,,,,เหมาะสม,
"30/10/2023, 9:39:37",ศิลปศาสตร์,ภาษาญี่ปุ่น,ชาย,ปี 1,ยินยอม,ไม่เคย,บ่อย,บ่อย,นาน ๆ ครั้ง,บ่อย,ตลอดเวลา,บ่อย,ตลอดเวลา,นาน ๆ ครั้ง,บ่อย,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ตลอดเวลา,ตลอดเวลา,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,ไม่เลย,ทางความสัมพันธ์ระหว่างบุคคล,,,,,,,,,,,,,เหมาะสม,
"25/10/2023, 15:25:34",ศิลปศาสตร์,ภาษารัสเซีย,ชาย,ปี 1,ยินยอม,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,บ่อย,บ่อย,ตลอดเวลา,นาน ๆ ครั้ง,ไม่เคย,ไม่เคย,ตลอดเวลา,บ่อย,บ่อย,บ่อย,บ่อย,บ่อย,บ่อย,บ่อย,บ่อย,บ่อย,บ่อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,ทางสภาพเเวดล้อม,,,,,,,,,,,,-,เหมาะสม,-
"26/10/2023, 14:10:08",ศิลปศาสตร์,ภาษาศาสตร์,หญิง,ปี 3,ยินยอม,นาน ๆ ครั้ง,บ่อย,ตลอดเวลา,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ตลอดเวลา,ไม่เคย,ตลอดเวลา,นาน ๆ ครั้ง,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,บ่อย,ตลอดเวลา,ไม่เคย,นาน ๆ ครั้ง,ไม่เคย,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,ไม่เลย,บ่อยครั้ง,บ่อยครั้ง,ทางสภาพเเวดล้อม,ทางสภาพเเวดล้อม,ทางการศึกษา,ทางการศึกษา,ทางการศึกษา,,,,,,,,ปรึกษาคนรักและมีแพลนจะปรึกษาผู้เชี่ยวชาญ,ไม่เหมาะสม,เรียนวิชาเอกไม่ได้เลย พยายามแล้วแต่ก็ยังทำไม่ได้ เกรดก็ไม่ดี อยากเรียนจบแต่ก็ทรมานมากๆเลยค่ะ 😢 ซิ่วก็ไม่ทันแล้ว ถอนตัวอะไรไม่ได้นอกจากเรียนให้จบภายใน 4 ปีเพราะที่บ้านคาดหวัง 😭
"25/10/2023, 15:23:29",ศิลปศาสตร์,ภาษาอังกฤษ,ชาย,ปี 2,ยินยอม,นาน ๆ ครั้ง,ไม่เคย,บ่อย,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ตลอดเวลา,ตลอดเวลา,บ่อย,ตลอดเวลา,ไม่เคย,ตลอดเวลา,นาน ๆ ครั้ง,ไม่เคย,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,บ่อย,ตลอดเวลา,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,ทางสภาพเเวดล้อม,ทางสภาพเเวดล้อม,ทางความสัมพันธ์ระหว่างบุคคล,,,,,,,,,,,เหมาะสม,
"25/10/2023, 15:25:12",ศิลปศาสตร์,ภาษาอังกฤษ,หญิง,ปี 1,ยินยอม,นาน ๆ ครั้ง,บ่อย,ตลอดเวลา,บ่อย,นาน ๆ ครั้ง,บ่อย,บ่อย,บ่อย,ไม่เคย,นาน ๆ ครั้ง,ไม่เคย,บ่อย,นาน ๆ ครั้ง,บ่อย,บ่อย,ไม่เคย,บ่อย,ไม่เคย,นาน ๆ ครั้ง,ตลอดเวลา,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,ไม่เลย,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,ทางกายภาพ,,,,,,,,,,,,ปัญหาความเครียดมาจากการที่เรายังไม่ชิน ประบตัวยังไม่ทัน และเป็นคนขี้กังวล,เหมาะสม,กลัวทำได้ไม่ดีพอแต่จะพยายามต่อไป ขอบใจ
"25/10/2023, 15:23:53",เศรษฐศาสตร์,-,หญิง,ปี 1,ยินยอม,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ไม่เคย,ไม่เคย,บ่อย,บ่อย,บ่อย,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,ทางการศึกษา,,,,,,,,,,,,,เหมาะสม,
